,Happy,,,,,,"$5,000.00",,Winrate_happy
рарность,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,94.20%
,4 сезон,,,,,,,,
5,596,Lamborghini_urus,"25,000,000","25,000,000",Lamborghini Urus,car,$0.0002,0.0006%,
5,121,scorpio,"999,000","1,000,000",Скорпион,skin,$0.0050,0.0147%,
5,122,sub_zero,"999,000","1,000,000",Саб зиро,skin,$0.0050,0.0147%,
5,11,streamer,"2,100,000","2,100,000",Стримерша,skin,$0.0024,0.0071%,
5,27,cyber ​​warrior,"129,000","1,000,000",Кибер воительница,vinyl,$0.0050,0.0147%,
5,28,cyber ​​killer,"159,000","1,000,000",Кибер убийца,vinyl,$0.0050,0.0147%,
5,neon_12,cyber_​​attack,"949,000","1,000,000",Кибер атака,neon,$0.0050,0.0147%,
5,neon_54,swords,"959,000","1,000,000",Мечи,neon,$0.0050,0.0147%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0017,0.0050%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0050,0.0147%,
4,750,750k,"750,000","750,000",рублей,money,$0.0067,0.0197%,
3,500,500k,"500,000","500,000",рублей,money,$0.0100,0.0294%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0167,0.0491%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0333,0.0979%,
3,,,"87,000","87,000",3 Жетона,,$0.0575,0.1691%,
2,,,"29,000","29,000",Жетон,,$0.1724,0.5069%,
2,,repairbox,"25,000","25,000",Рем. комплект,other,$0.2000,0.5881%,
1,,,"2,000","2,000",рублей,money,$2.5000,7.3512%,
1,,,"2,000","2,000",рублей,money,$2.5000,7.3512%,
1,,,"1,500","1,500",рублей,money,$3.3333,9.8015%,
1,,,"1,500","1,500",рублей,money,$3.3333,9.8015%,
1,,,"2,000","2,000",рублей,money,$2.5000,7.3512%,
1,,,"1,000","1,000",рублей,money,$5.0000,14.7024%,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.49%,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.74%,
1,10,10k,"10,000","10,000",рублей,money,$0.5000,1.47%,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.98%,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.63%,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,7.35%,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.90%,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,9.80%,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,14.70%,
,,,,,,,34.0081,100.0000%,
,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,94.92%
,4 сезон,,,,,,,,
5,596,Lamborghini_urus,"25,000,000","25,000,000",Lamborghini Urus,car,$0.0004,0.0012%,
5,121,scorpio,"999,000","1,000,000",Скорпион,skin,$0.0100,0.0297%,
5,122,sub_zero,"999,000","1,000,000",Саб зиро,skin,$0.0100,0.0297%,
5,11,streamer,"2,100,000","2,100,000",Стримерша,skin,$0.0048,0.0142%,
5,27,cyber ​​warrior,"129,000","1,000,000",Кибер воительница,vinyl,$0.0100,0.0297%,
5,28,cyber ​​killer,"159,000","1,000,000",Кибер убийца,vinyl,$0.0100,0.0297%,
5,neon_12,cyber_​​attack,"949,000","1,000,000",Кибер атака,neon,$0.0100,0.0297%,
5,neon_54,swords,"959,000","1,000,000",Мечи,neon,$0.0100,0.0297%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0098%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0297%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0395%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0593%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0988%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1979%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2967%,
3,,,"99,000","99,000",Бронзовый кейс,,$0.1010,0.2997%,
