выгрузка 25.02.21,Happy,,,,,,"$5,000.00",,Winrate_happy
рарность,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,91.27%
,,,,,,,,,
5,6588,FORD GT,"33,900,000","33,900,000",FORD GT,car,$0.0001,0.0002%,
5,6720,jester,"799,000","5,500,000",Шут,skin,$0.0009,0.0022%,
5,11,streamer,"2,100,000","2,100,000",Стримерша,skin,$0.0024,0.0060%,
5,m3_acse01,sombrero,"799,000","1,190,000",Сомбреро,acces,$0.0042,0.0105%,
5,38,cyberlife,"69,000","1,500,000",Киберлайф,vinyl,$0.0033,0.0082%,
5,196,shouting,"420,000","1,500,000",Дришь,skin,$0.0033,0.0082%,
5,40,rick,"149,000","1,500,000",Рик,vinyl,$0.0033,0.0082%,
5,neon_37,card_passion,"959,000","1,000,000",Карточная страсть,neon,$0.0050,0.0124%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0017,0.0042%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0050,0.0124%,
4,750,750k,"750,000","750,000",рублей,money,$0.0067,0.0167%,
3,500,500k,"500,000","500,000",рублей,money,$0.0100,0.0249%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0167,0.0416%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0333,0.0829%,
3,,,"87,000","87,000",3 Жетона,other,$0.0575,0.14%,
2,,,"29,000","29,000",Жетон,other,$0.1724,0.43%,
2,,repairbox,"25,000","25,000",Рем. комплект,other,$0.2000,0.50%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"1,000","1,000",рублей,money,$5.0000,12.44%,
3,204,microhelix,"210,000","60,000",Микрочелик,skin,$0.0833,0.21%,
3,41,smoke,"99,000","50,000",Смоук,vinyl,$0.1000,0.25%,
4,48,parkur_5,"1,300,000","30,000",Прыжок на руки,anim,$0.1667,0.41%,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.41%,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.62%,
2,10,10k,"10,000","10,000",рублей,money,$0.5000,1.24%,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.83%,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.38%,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.15%,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,12.44%,
,,,,,,,40.1813,100.0000%,
,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,93.83%
,,,,,,,,,
5,6588,FORD GT,"33,900,000","33,900,000",FORD GT,car,$0.0003,0.0008%,
5,6720,jester,"799,000","5,500,000",Шут,skin,$0.0018,0.0047%,
5,11,streamer,"2,100,000","2,100,000",Стримерша,skin,$0.0048,0.0125%,
5,m3_acse01,sombrero,"799,000","1,190,000",Сомбреро,acces,$0.0084,0.0219%,
5,38,cyberlife,"69,000","1,500,000",Киберлайф,vinyl,$0.0067,0.0175%,
