,Happy,,,,,,"$5,000.00",,Winrate_happy
рарность,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,92.46%
,2 сезон,,,,,,,,
5,545,mclaren_p1,"29,900,000","29,900,000",McLaren p1,car,$0.0002,0.0005%,
5,214,spiderman,"6,000,000","6,000,000",Спидерман,skin,$0.0008,0.0020%,
5,212,rorschikh,"2,500,000","2,500,000",Рорших,skin,$0.0020,0.0050%,
5,164,iron,"1,190,000","1,190,000",Железный,skin,$0.0042,0.0105%,
5,37,deadpool,"139,000","1,500,000",Дедпул,vinyl,$0.0033,0.0082%,
5,4,joker,"169,000","1,500,000",Джокер,vinyl,$0.0033,0.0082%,
5,neon_42,living_fire,"869,000","1,500,000",Живой огонь,neon,$0.0033,0.0082%,
5,neon_23,dissolution,"1,990,000","1,990,000",Растворение,neon,$0.0025,0.0062%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0017,0.0042%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0050,0.0124%,
4,750,750k,"750,000","750,000",рублей,money,$0.0067,0.0167%,
3,500,500k,"500,000","500,000",рублей,money,$0.0100,0.0249%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0167,0.0416%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0333,0.0829%,
3,,,"87,000","87,000",3 Жетона,,$0.0575,0.14%,
2,,,"29,000","29,000",Жетон,,$0.1724,0.43%,
2,,repairbox,"25,000","25,000",Рем. комплект,other,$0.2000,0.50%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"1,000","1,000",рублей,money,$5.0000,12.44%,
3,m3_acse09,mask_of_bane,"599,000","60,000",Маска Бейна,acces,$0.0833,0.21%,
3,m2_asce11,thor's_hammer,"299,000","50,000",Молот_Тора,acces,$0.1000,0.25%,
4,45,parkur_2,"900,000","30,000",Двойное сальто назад,anim,$0.1667,0.41%,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.41%,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.62%,
2,10,10k,"10,000","10,000",рублей,money,$0.5000,1.24%,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.83%,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.38%,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.15%,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,12.44%,
,,,,,,,40.1784,100.0000%,
,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,93.57%
,2 сезон,,,,,,,,
5,545,mclaren_p1,"29,900,000","29,900,000",McLaren p1,car,$0.0003,0.0008%,
5,214,spiderman,"6,000,000","6,000,000",Спидерман,skin,$0.0017,0.0044%,
5,212,rorschikh,"2,500,000","2,500,000",Рорших,skin,$0.0040,0.0104%,
5,164,iron,"1,190,000","1,190,000",Железный,skin,$0.0084,0.0219%,
5,37,deadpool,"139,000","1,500,000",Дедпул,vinyl,$0.0067,0.0175%,
5,4,joker,"169,000","1,500,000",Джокер,vinyl,$0.0067,0.0175%,
5,neon_42,living_fire,"869,000","1,500,000",Живой огонь,neon,$0.0067,0.0175%,
5,neon_23,dissolution,"1,990,000","1,990,000",Растворение,neon,$0.0050,0.0130%,
