,Happy,,,,,,"$5,000.00",,Winrate_happy
рарность,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,90.89%
,3 сезон,,,,,,,,
5,496,koenigsegg_agera,"30,000,000","30,000,000",Koenigsegg Agera,car,$0.0002,0.0006%,
5,163,devil,"3,500,000","3,500,000",Дьявол,skin,$0.0014,0.0041%,
5,153,yeni,"4,500,000","4,500,000",Ени,skin,$0.0011,0.0032%,
5,50,voorhees,"2,200,000","2,200,000",Вурхиз,skin,$0.0020,0.0059%,
5,11,skull_in_smoke,"199,000","1,000,000",Череп в дыму,vinyl,$0.0042,0.0124%,
5,neon_55,arm,"969,000","1,000,000",Рука,neon,$0.0033,0.0097%,
5,neon_27,gravestone_youth,"999,000","1,000,000",Надгробная молодость,neon,$0.0033,0.0097%,
5,neon_33,net,"719,000","1,000,000",Сеть,neon,$0.0033,0.0097%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0017,0.0050%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0050,0.0147%,
4,750,750k,"750,000","750,000",рублей,money,$0.0067,0.0197%,
3,500,500k,"500,000","500,000",рублей,money,$0.0100,0.0294%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0167,0.0491%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0333,0.0980%,
3,,,"87,000","87,000",3 Жетона,,$0.0575,0.1691%,
2,,,"29,000","29,000",Жетон,,$0.1724,0.5071%,
2,,repairbox,"25,000","25,000",Рем. комплект,other,$0.2000,0.5883%,
1,,,"2,000","2,000",рублей,money,$2.5000,7.3542%,
1,,,"2,000","2,000",рублей,money,$2.5000,7.3542%,
1,,,"1,500","1,500",рублей,money,$3.3333,9.8055%,
1,,,"1,500","1,500",рублей,money,$3.3333,9.8055%,
1,,,"2,000","2,000",рублей,money,$2.5000,7.3542%,
1,,,"1,000","1,000",рублей,money,$5.0000,14.7083%,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.49%,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.74%,
1,10,10k,"10,000","10,000",рублей,money,$0.5000,1.47%,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.98%,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.63%,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,7.35%,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.90%,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,9.81%,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,14.71%,
,,,,,,,33.9943,100.0000%,
,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,94.63%
,3 сезон,,,,,,,,
5,496,koenigsegg_agera,"30,000,000","30,000,000",Koenigsegg Agera,car,$0.0003,0.0009%,
5,163,devil,"3,500,000","3,500,000",Дьявол,skin,$0.0029,0.0086%,
5,153,yeni,"4,500,000","4,500,000",Ени,skin,$0.0022,0.0065%,
5,50,voorhees,"2,200,000","2,200,000",Вурхиз,skin,$0.0045,0.0134%,
5,11,skull_in_smoke,"199,000","1,000,000",Череп в дыму,vinyl,$0.0100,0.0297%,
5,neon_55,arm,"969,000","1,000,000",Рука,neon,$0.0100,0.0297%,
5,neon_27,gravestone_youth,"999,000","1,000,000",Надгробная молодость,neon,$0.0100,0.0297%,
5,neon_33,net,"719,000","1,000,000",Сеть,neon,$0.0100,0.0297%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0098%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0297%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0395%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0594%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0988%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1980%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2968%,
3,,,"99,000","99,000",Бронзовый кейс,,$0.1010,0.2998%,
3,,,"87,000","87,000",3 Жетона,,$0.1149,0.3410%,
2,,,"29,000","29,000",Жетон,,$0.3448,1.0234%,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.1873%,
1,,,"4,000","12,000",exp,exp,$0.8333,2.4734%,
1,,,"2,500","2,500",рублей,money,$4.0000,11.8728%,
1,,,"2,500","2,500",рублей,money,$4.0000,11.8728%,
1,,,"2,000","2,000",рублей,money,$5.0000,14.8410%,
1,,,"2,000","2,000",рублей,money,$5.0000,14.8410%,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5936%,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.1873%,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.9893%,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.9471%,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.9682%,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.9471%,
1,5,2k,"2,000","2,000",рублей,money,$5.0000,14.8410%,
1,1,3k,"3,000","3,000",рублей,money,$3.3333,9.8939%,
,,,,,,,33.6905,100.0000%,
,,,,,,,,,
,Story,,,,,,"$15,000.00",,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story
,3 сезон,,,,,,,,95.96%
5,496,koenigsegg_agera,"30,000,000","30,000,000",Koenigsegg Agera,car,$0.0005,0.0015%,
5,163,devil,"3,500,000","3,500,000",Дьявол,skin,$0.0043,0.0133%,
5,153,yeni,"4,500,000","4,500,000",Ени,skin,$0.0033,0.0103%,
5,50,voorhees,"2,200,000","2,200,000",Вурхиз,skin,$0.0068,0.0211%,
5,11,skull_in_smoke,"199,000","1,000,000",Череп в дыму,vinyl,$0.0150,0.0464%,
5,neon_55,arm,"969,000","1,000,000",Рука,neon,$0.0150,0.0464%,
5,neon_27,gravestone_youth,"999,000","1,000,000",Надгробная молодость,neon,$0.0150,0.0464%,
5,neon_33,net,"719,000","1,000,000",Сеть,neon,$0.0150,0.0464%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0155%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0464%,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0619%,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0929%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1548%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.3095%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.4643%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1007,0.3116%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0505,0.1563%,
3,,,"99,000","99,000",VIP жетон,,$0.1515,0.4690%,
1,,,"6,000","18,000",exp,exp,$0.8333,2.5795%,
1,,,"4,500","13,500",exp,exp,$1.1111,3.4393%,
1,,,"5,000","5,000",рублей,money,$3.0000,9.2861%,
1,,,"3,000","3,000",рублей,money,$5.0000,15.4768%,
1,,,"2,500","2,500",рублей,money,$6.0000,18.5722%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.9286%,
