выгрузка 11.02.21,Happy,,,,,,"$5,000.00",,Winrate_happy
рарность,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,92.14%
,,,,,,,,,
5,527,Aventador,"26,000,000","26,000,000",Aventador,car,$0.0002,0.0005%,
5,140,hitman,"990,000","5,500,000",Хитмен,skin,$0.0009,0.0022%,
5,291,americanboy,"390,000","2,500,000",Американбой,skin,$0.0020,0.0050%,
5,78,mod,"1,190,000","1,190,000",Модник,skin,$0.0042,0.0105%,
5,36,eternal_love,"139,000","1,500,000",Вечная любовь,vinyl,$0.0033,0.0082%,
5,neon_53,pink_dreams,"879,000","1,500,000",Розовые мечты,neon,$0.0033,0.0082%,
5,neon_60,music_in_blood,"729,000","1,500,000",Музыка в крови,neon,$0.0033,0.0082%,
5,neon_36,love_story,"949,000","1,990,000",Любовная история,neon,$0.0025,0.0062%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0017,0.0042%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0050,0.0124%,
4,750,750k,"750,000","750,000",рублей,money,$0.0067,0.0167%,
3,500,500k,"500,000","500,000",рублей,money,$0.0100,0.0249%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0167,0.0416%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0333,0.0829%,
3,,,"87,000","87,000",3 Жетона,other,$0.0575,0.14%,
2,,,"29,000","29,000",Жетон,other,$0.1724,0.43%,
2,,repairbox,"25,000","25,000",Рем. комплект,other,$0.2000,0.50%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,,,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,,,"1,000","1,000",рублей,money,$5.0000,12.44%,
3,6712,mysterious,"390,000","60,000",Загадочная,skin,$0.0833,0.21%,
3,neon_59,endless_love,"899,000","50,000",Безграничная любовь,neon,$0.1000,0.25%,
4,36,dance_9,"900,000","30,000",Танец_9,anim,$0.1667,0.41%,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.41%,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.62%,
2,10,10k,"10,000","10,000",рублей,money,$0.5000,1.24%,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.83%,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.38%,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.15%,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,12.44%,
,,,,,,,40.1785,100.0000%,
,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,93.87%
,,,,,,,,,
5,527,Aventador,"26,000,000","26,000,000",Aventador,car,$0.0004,0.0010%,
5,140,hitman,"990,000","5,500,000",Хитмен,skin,$0.0018,0.0047%,
5,291,americanboy,"390,000","2,500,000",Американбой,skin,$0.0040,0.0104%,
5,78,mod,"1,190,000","1,190,000",Модник,skin,$0.0084,0.0219%,
5,36,eternal_love,"139,000","1,500,000",Вечная любовь,vinyl,$0.0067,0.0175%,
5,neon_53,pink_dreams,"879,000","1,500,000",Розовые мечты,neon,$0.0067,0.0175%,
5,neon_60,music_in_blood,"729,000","1,500,000",Музыка в крови,neon,$0.0067,0.0175%,
5,neon_36,love_story,"949,000","1,990,000",Любовная история,neon,$0.0050,0.0130%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0086%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0261%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0347%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0521%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0868%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1738%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2606%,
3,,,"99,000","99,000",Бронзовый кейс,other,$0.1010,0.2632%,
3,,,"87,000","87,000",3 Жетона,other,$0.1149,0.2994%,
2,,,"29,000","29,000",Жетон,other,$0.3448,0.8984%,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.0422%,
1,,,"4,000","12,000",exp,exp,$0.8333,2.1712%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4220%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4220%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0275%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0275%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4220%,
3,6712,mysterious,"390,000","60,000",Загадочная,skin,$0.1667,0.4343%,
3,neon_59,endless_love,"899,000","50,000",Безграничная любовь,neon,$0.2000,0.5211%,
4,36,dance_9,"900,000","30,000",Танец_9,anim,$0.3333,0.8684%,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5211%,
