1804.3598632813,-849.846131324768,60.740982055664
1804.5787353516,-851.3478670120239,60.742282867432
1804.8110351563,-852.853786945343,60.745300292969
1805.0994873047,-854.3346018791199,60.744815826416
1805.4150390625,-855.8269381523132,60.738433837891
1805.7307128906,-857.3264949321747,60.739604949951
1806.0307617188,-858.8409411907196,60.744068145752
1806.3618164063,-860.3290697336197,60.744285583496
1806.7225341797,-861.824636220932,60.737476348877
1807.0544433594,-863.2886340618134,60.738803863525
1807.388671875,-864.7819695472717,60.732215881348
1807.7171630859,-866.2635679244995,60.741222381592
1808.0383300781,-867.7290167808533,60.73987197876
1808.3631591797,-869.2134475708008,60.740097045898
1808.6911621094,-870.700252532959,60.737468719482
1809.0316162109,-872.231115341187,60.739124298096
1809.3645019531,-873.726805686951,60.742992401123
1809.7062988281,-875.262594223022,60.737060546875
1810.0452880859,-876.792991638184,60.742607116699
1810.3826904297,-878.322841644287,60.743637084961
1810.7233886719,-879.861547470093,60.739101409912
1811.0535888672,-881.3525390625,60.744018554688
1811.3865966797,-882.859130859375,60.749210357666
1811.7331542969,-884.430782318115,60.739231109619
1812.0736083984,-885.90195274353,60.738021850586
1812.5122070313,-887.374057769775,60.744804382324
1812.8994140625,-888.841255187988,60.742450714111
1813.28515625,-890.335149765015,60.741142272949
1813.6463623047,-891.838224411011,60.739181518555
1814.0179443359,-893.337795257568,60.741058349609
1814.3762207031,-894.795349121094,60.738636016846
1814.7456054688,-896.306995391846,60.735469818115
1815.0533447266,-897.783912658691,60.738842010498
1815.1840820313,-899.307495117188,60.740264892578
1815.0676269531,-900.811389923096,60.734718322754
1814.6899414063,-902.270942687988,60.73950958252
1814.0942382813,-903.705535888672,60.742332458496
1813.287109375,-905.074054718018,60.741058349609
1812.3436279297,-906.279880523682,60.748382568359
1811.2414550781,-907.380393981934,60.762607574463
1809.9934082031,-908.35368347168,60.769794464111
1808.6444091797,-909.147834777832,60.767181396484
1807.1912841797,-909.756446838379,60.778327941895
1805.6688232422,-910.164295196533,60.792964935303
1804.1077880859,-910.353916168213,60.782619476318
1802.5539550781,-910.325584411621,60.783611297607
1801.0623779297,-910.100685119629,60.7887840271
1799.591796875,-909.688251495361,60.783451080322
1798.1895751953,-909.089569091797,60.785320281982
1796.9024658203,-908.315631866455,60.786029815674
1795.7315673828,-907.368686676025,60.785247802734
1794.6811523438,-906.281791687012,60.788459777832
1793.7700195313,-905.063556671143,60.784614562988
1793.0307617188,-903.750957489014,60.784358978271
1792.46484375,-902.324886322021,60.783317565918
1792.0616455078,-900.822948455811,60.783653259277
1791.5993652344,-899.37682723999,60.783897399902
1791.1165771484,-897.895259857178,60.781757354736
1790.626953125,-896.466808319092,60.782444000244
1790.1038818359,-894.998863220215,60.786392211914
1789.6086425781,-893.501132965088,60.781837463379
1789.1204833984,-892.08109664917,60.78528213501
1788.6396484375,-890.593795776367,60.784790039063
1788.1593017578,-889.132514953613,60.788585662842
1787.6651611328,-887.652402877808,60.786834716797
1787.1834716797,-886.226596832275,60.786514282227
1786.6877441406,-884.770698547363,60.787742614746
1786.1809082031,-883.283796310425,60.786972045898
1785.6958007813,-881.855257034302,60.786842346191
1785.2384033203,-880.385662078857,60.787384033203
1784.7573242188,-878.882703781128,60.786994934082
1784.2791748047,-877.460847854614,60.787017822266
1783.7829589844,-876.013357162476,60.787231445313
1783.3149414063,-874.528653144836,60.787040710449
1782.8272705078,-873.019815444946,60.787059783936
1782.3239746094,-871.598278045654,60.787170410156
1781.8328857422,-870.150298118591,60.787094116211
1781.3507080078,-868.6702795028687,60.787094116211
1780.8543701172,-867.17520570755,60.787147521973
1780.3519287109,-865.6586561203003,60.787155151367
1779.8802490234,-864.2311863899231,60.787117004395
1779.4027099609,-862.7849388122559,60.787120819092
1778.9173583984,-861.3156810998917,60.787220001221
1778.4382324219,-859.79661282897,60.78715133667
1777.9541015625,-858.290370464325,60.78685760498
1777.48046875,-856.82568526268,60.787082672119
1777.0172119141,-855.3930258750916,60.787349700928
1776.5186767578,-853.8510131835938,60.787063598633
1776.0544433594,-852.4145188331604,60.786918640137
1775.5866699219,-850.9668111801147,60.787155151367
1775.1145019531,-849.505719184875,60.787231445313
1774.6389160156,-848.034286499023,60.787071228027
1774.1528320313,-846.530682563782,60.787029266357
1773.6694335938,-845.035441398621,60.787128448486
1773.1821289063,-843.528373718262,60.787162780762
1772.7199707031,-842.098873138428,60.787101745605
1772.2250976563,-840.568843841553,60.787075042725
